"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"14.06.2018 18:00 - 14.06.2018 18:15","n/e","n/e","n/e","n/e","3593","n/e","n/e","7634","n/e"
"14.06.2018 18:15 - 14.06.2018 18:30","n/e","n/e","n/e","n/e","3557","n/e","n/e","7605","n/e"
"14.06.2018 18:30 - 14.06.2018 18:45","n/e","n/e","n/e","n/e","3520","n/e","n/e","7580","n/e"
"14.06.2018 18:45 - 14.06.2018 19:00","n/e","n/e","n/e","n/e","3481","n/e","n/e","7575","n/e"
"14.06.2018 19:00 - 14.06.2018 19:15","n/e","n/e","n/e","n/e","3430","n/e","n/e","7547","n/e"
"14.06.2018 19:15 - 14.06.2018 19:30","n/e","n/e","n/e","n/e","3369","n/e","n/e","7460","n/e"
"14.06.2018 19:30 - 14.06.2018 19:45","n/e","n/e","n/e","n/e","3301","n/e","n/e","7384","n/e"
"14.06.2018 19:45 - 14.06.2018 20:00","n/e","n/e","n/e","n/e","3230","n/e","n/e","7269","n/e"
"14.06.2018 20:00 - 14.06.2018 20:15","n/e","n/e","n/e","n/e","3139","n/e","n/e","7137","n/e"
"14.06.2018 20:15 - 14.06.2018 20:30","n/e","n/e","n/e","n/e","3018","n/e","n/e","6917","n/e"
"14.06.2018 20:30 - 14.06.2018 20:45","n/e","n/e","n/e","n/e","2895","n/e","n/e","6705","n/e"
"14.06.2018 20:45 - 14.06.2018 21:00","n/e","n/e","n/e","n/e","2772","n/e","n/e","6570","n/e"
"14.06.2018 21:00 - 14.06.2018 21:15","n/e","n/e","n/e","n/e","2656","n/e","n/e","6240","n/e"
"14.06.2018 21:15 - 14.06.2018 21:30","n/e","n/e","n/e","n/e","2531","n/e","n/e","6161","n/e"
"14.06.2018 21:30 - 14.06.2018 21:45","n/e","n/e","n/e","n/e","2397","n/e","n/e","6100","n/e"
"14.06.2018 21:45 - 14.06.2018 22:00","n/e","n/e","n/e","n/e","2262","n/e","n/e","6043","n/e"
"14.06.2018 22:00 - 14.06.2018 22:15","n/e","n/e","n/e","n/e","2133","n/e","n/e","5981","n/e"
"14.06.2018 22:15 - 14.06.2018 22:30","n/e","n/e","n/e","n/e","2013","n/e","n/e","5885","n/e"
"14.06.2018 22:30 - 14.06.2018 22:45","n/e","n/e","n/e","n/e","1882","n/e","n/e","5805","n/e"
"14.06.2018 22:45 - 14.06.2018 23:00","n/e","n/e","n/e","n/e","1753","n/e","n/e","5676","n/e"
"14.06.2018 23:00 - 14.06.2018 23:15","n/e","n/e","n/e","n/e","1700","n/e","n/e","5509","n/e"
"14.06.2018 23:15 - 14.06.2018 23:30","n/e","n/e","n/e","n/e","1615","n/e","n/e","5367","n/e"
"14.06.2018 23:30 - 14.06.2018 23:45","n/e","n/e","n/e","n/e","1534","n/e","n/e","5215","n/e"
"14.06.2018 23:45 - 15.06.2018 00:00","n/e","n/e","n/e","n/e","1457","n/e","n/e","5059","n/e"
"15.06.2018 00:00 - 15.06.2018 00:15","n/e","n/e","n/e","n/e","1528","n/e","n/e","5200","n/e"
"15.06.2018 00:15 - 15.06.2018 00:30","n/e","n/e","n/e","n/e","1494","n/e","n/e","5084","n/e"
"15.06.2018 00:30 - 15.06.2018 00:45","n/e","n/e","n/e","n/e","1449","n/e","n/e","5030","n/e"
"15.06.2018 00:45 - 15.06.2018 01:00","n/e","n/e","n/e","n/e","1387","n/e","n/e","4694","n/e"
"15.06.2018 01:00 - 15.06.2018 01:15","n/e","n/e","n/e","n/e","1367","n/e","n/e","4652","n/e"
"15.06.2018 01:15 - 15.06.2018 01:30","n/e","n/e","n/e","n/e","1258","n/e","n/e","4472","n/e"
"15.06.2018 01:30 - 15.06.2018 01:45","n/e","n/e","n/e","n/e","1186","n/e","n/e","4273","n/e"
"15.06.2018 01:45 - 15.06.2018 02:00","n/e","n/e","n/e","n/e","1080","n/e","n/e","3964","n/e"
"15.06.2018 02:00 - 15.06.2018 02:15","n/e","n/e","n/e","n/e","1009","n/e","n/e","3913","n/e"
"15.06.2018 02:15 - 15.06.2018 02:30","n/e","n/e","n/e","n/e","989","n/e","n/e","3750","n/e"
"15.06.2018 02:30 - 15.06.2018 02:45","n/e","n/e","n/e","n/e","954","n/e","n/e","3689","n/e"
"15.06.2018 02:45 - 15.06.2018 03:00","n/e","n/e","n/e","n/e","909","n/e","n/e","3537","n/e"
"15.06.2018 03:00 - 15.06.2018 03:15","n/e","n/e","n/e","n/e","792","n/e","n/e","3327","n/e"
"15.06.2018 03:15 - 15.06.2018 03:30","n/e","n/e","n/e","n/e","537","n/e","n/e","3347","n/e"
"15.06.2018 03:30 - 15.06.2018 03:45","n/e","n/e","n/e","n/e","555","n/e","n/e","3088","n/e"
"15.06.2018 03:45 - 15.06.2018 04:00","n/e","n/e","n/e","n/e","543","n/e","n/e","2864","n/e"
"15.06.2018 04:00 - 15.06.2018 04:15","n/e","n/e","n/e","n/e","531","n/e","n/e","2628","n/e"
"15.06.2018 04:15 - 15.06.2018 04:30","n/e","n/e","n/e","n/e","650","n/e","n/e","2293","n/e"
"15.06.2018 04:30 - 15.06.2018 04:45","n/e","n/e","n/e","n/e","645","n/e","n/e","2127","n/e"
"15.06.2018 04:45 - 15.06.2018 05:00","n/e","n/e","n/e","n/e","636","n/e","n/e","1975","n/e"
"15.06.2018 05:00 - 15.06.2018 05:15","n/e","n/e","n/e","n/e","613","n/e","n/e","1861","n/e"
"15.06.2018 05:15 - 15.06.2018 05:30","n/e","n/e","n/e","n/e","625","n/e","n/e","1759","n/e"
"15.06.2018 05:30 - 15.06.2018 05:45","n/e","n/e","n/e","n/e","621","n/e","n/e","1638","n/e"
"15.06.2018 05:45 - 15.06.2018 06:00","n/e","n/e","n/e","n/e","593","n/e","n/e","1564","n/e"
"15.06.2018 06:00 - 15.06.2018 06:15","n/e","n/e","n/e","n/e","562","n/e","n/e","1446","n/e"
"15.06.2018 06:15 - 15.06.2018 06:30","n/e","n/e","n/e","n/e","567","n/e","n/e","1224","n/e"
"15.06.2018 06:30 - 15.06.2018 06:45","n/e","n/e","n/e","n/e","522","n/e","n/e","1074","n/e"
"15.06.2018 06:45 - 15.06.2018 07:00","n/e","n/e","n/e","n/e","463","n/e","n/e","906","n/e"
"15.06.2018 07:00 - 15.06.2018 07:15","n/e","n/e","n/e","n/e","437","n/e","n/e","742","n/e"
"15.06.2018 07:15 - 15.06.2018 07:30","n/e","n/e","n/e","n/e","377","n/e","n/e","668","n/e"
"15.06.2018 07:30 - 15.06.2018 07:45","n/e","n/e","n/e","n/e","376","n/e","n/e","604","n/e"
"15.06.2018 07:45 - 15.06.2018 08:00","n/e","n/e","n/e","n/e","362","n/e","n/e","508","n/e"
"15.06.2018 08:00 - 15.06.2018 08:15","n/e","n/e","n/e","n/e","348","n/e","n/e","403","n/e"
"15.06.2018 08:15 - 15.06.2018 08:30","n/e","n/e","n/e","n/e","339","n/e","n/e","377","n/e"
"15.06.2018 08:30 - 15.06.2018 08:45","n/e","n/e","n/e","n/e","327","n/e","n/e","367","n/e"
"15.06.2018 08:45 - 15.06.2018 09:00","n/e","n/e","n/e","n/e","317","n/e","n/e","363","n/e"
"15.06.2018 09:00 - 15.06.2018 09:15","n/e","n/e","n/e","n/e","312","n/e","n/e","356","n/e"
"15.06.2018 09:15 - 15.06.2018 09:30","n/e","n/e","n/e","n/e","307","n/e","n/e","354","n/e"
"15.06.2018 09:30 - 15.06.2018 09:45","n/e","n/e","n/e","n/e","304","n/e","n/e","362","n/e"
"15.06.2018 09:45 - 15.06.2018 10:00","n/e","n/e","n/e","n/e","301","n/e","n/e","355","n/e"
"15.06.2018 10:00 - 15.06.2018 10:15","n/e","n/e","n/e","n/e","301","n/e","n/e","363","n/e"
"15.06.2018 10:15 - 15.06.2018 10:30","n/e","n/e","n/e","n/e","299","n/e","n/e","376","n/e"
"15.06.2018 10:30 - 15.06.2018 10:45","n/e","n/e","n/e","n/e","298","n/e","n/e","385","n/e"
"15.06.2018 10:45 - 15.06.2018 11:00","n/e","n/e","n/e","n/e","299","n/e","n/e","393","n/e"
"15.06.2018 11:00 - 15.06.2018 11:15","n/e","n/e","n/e","n/e","301","n/e","n/e","406","n/e"
"15.06.2018 11:15 - 15.06.2018 11:30","n/e","n/e","n/e","n/e","304","n/e","n/e","426","n/e"
"15.06.2018 11:30 - 15.06.2018 11:45","n/e","n/e","n/e","n/e","308","n/e","n/e","449","n/e"
"15.06.2018 11:45 - 15.06.2018 12:00","n/e","n/e","n/e","n/e","308","n/e","n/e","477","n/e"
"15.06.2018 12:00 - 15.06.2018 12:15","n/e","n/e","n/e","n/e","314","n/e","n/e","497","n/e"
"15.06.2018 12:15 - 15.06.2018 12:30","n/e","n/e","n/e","n/e","304","n/e","n/e","527","n/e"
"15.06.2018 12:30 - 15.06.2018 12:45","n/e","n/e","n/e","n/e","298","n/e","n/e","540","n/e"
"15.06.2018 12:45 - 15.06.2018 13:00","n/e","n/e","n/e","n/e","293","n/e","n/e","553","n/e"
"15.06.2018 13:00 - 15.06.2018 13:15","n/e","n/e","n/e","n/e","285","n/e","n/e","575","n/e"
"15.06.2018 13:15 - 15.06.2018 13:30","n/e","n/e","n/e","n/e","276","n/e","n/e","592","n/e"
"15.06.2018 13:30 - 15.06.2018 13:45","n/e","n/e","n/e","n/e","266","n/e","n/e","614","n/e"
"15.06.2018 13:45 - 15.06.2018 14:00","n/e","n/e","n/e","n/e","260","n/e","n/e","630","n/e"
"15.06.2018 14:00 - 15.06.2018 14:15","n/e","n/e","n/e","n/e","234","n/e","n/e","488","n/e"
"15.06.2018 14:15 - 15.06.2018 14:30","n/e","n/e","n/e","n/e","219","n/e","n/e","499","n/e"
"15.06.2018 14:30 - 15.06.2018 14:45","n/e","n/e","n/e","n/e","208","n/e","n/e","507","n/e"
"15.06.2018 14:45 - 15.06.2018 15:00","n/e","n/e","n/e","n/e","195","n/e","n/e","504","n/e"
"15.06.2018 15:00 - 15.06.2018 15:15","n/e","n/e","n/e","n/e","186","n/e","n/e","499","n/e"
"15.06.2018 15:15 - 15.06.2018 15:30","n/e","n/e","n/e","n/e","174","n/e","n/e","509","n/e"
"15.06.2018 15:30 - 15.06.2018 15:45","n/e","n/e","n/e","n/e","165","n/e","n/e","511","n/e"
"15.06.2018 15:45 - 15.06.2018 16:00","n/e","n/e","n/e","n/e","156","n/e","n/e","504","n/e"
"15.06.2018 16:00 - 15.06.2018 16:15","n/e","n/e","n/e","n/e","146","n/e","n/e","499","n/e"
"15.06.2018 16:15 - 15.06.2018 16:30","n/e","n/e","n/e","n/e","136","n/e","n/e","498","n/e"
"15.06.2018 16:30 - 15.06.2018 16:45","n/e","n/e","n/e","n/e","128","n/e","n/e","496","n/e"
"15.06.2018 16:45 - 15.06.2018 17:00","n/e","n/e","n/e","n/e","120","n/e","n/e","489","n/e"
"15.06.2018 17:00 - 15.06.2018 17:15","n/e","n/e","n/e","n/e","113","n/e","n/e","473","n/e"
"15.06.2018 17:15 - 15.06.2018 17:30","n/e","n/e","n/e","n/e","108","n/e","n/e","463","n/e"
"15.06.2018 17:30 - 15.06.2018 17:45","n/e","n/e","n/e","n/e","102","n/e","n/e","452","n/e"
"15.06.2018 17:45 - 15.06.2018 18:00","n/e","n/e","n/e","n/e","98","n/e","n/e","438","n/e"
"15.06.2018 18:00 - 15.06.2018 18:15","n/e","n/e","n/e","n/e","92","n/e","n/e","430","n/e"
"15.06.2018 18:15 - 15.06.2018 18:30","n/e","n/e","n/e","n/e","94","n/e","n/e","438","n/e"
"15.06.2018 18:30 - 15.06.2018 18:45","n/e","n/e","n/e","n/e","91","n/e","n/e","446","n/e"
"15.06.2018 18:45 - 15.06.2018 19:00","n/e","n/e","n/e","n/e","91","n/e","n/e","443","n/e"
"15.06.2018 19:00 - 15.06.2018 19:15","n/e","n/e","n/e","n/e","93","n/e","n/e","440","n/e"
"15.06.2018 19:15 - 15.06.2018 19:30","n/e","n/e","n/e","n/e","92","n/e","n/e","471","n/e"
"15.06.2018 19:30 - 15.06.2018 19:45","n/e","n/e","n/e","n/e","91","n/e","n/e","509","n/e"
"15.06.2018 19:45 - 15.06.2018 20:00","n/e","n/e","n/e","n/e","92","n/e","n/e","553","n/e"
"15.06.2018 20:00 - 15.06.2018 20:15","n/e","n/e","n/e","n/e","90","n/e","n/e","609","n/e"
"15.06.2018 20:15 - 15.06.2018 20:30","n/e","n/e","n/e","n/e","97","n/e","n/e","666","n/e"
"15.06.2018 20:30 - 15.06.2018 20:45","n/e","n/e","n/e","n/e","100","n/e","n/e","723","n/e"
"15.06.2018 20:45 - 15.06.2018 21:00","n/e","n/e","n/e","n/e","107","n/e","n/e","834","n/e"
"15.06.2018 21:00 - 15.06.2018 21:15","n/e","n/e","n/e","n/e","110","n/e","n/e","946","n/e"
"15.06.2018 21:15 - 15.06.2018 21:30","n/e","n/e","n/e","n/e","117","n/e","n/e","1104","n/e"
"15.06.2018 21:30 - 15.06.2018 21:45","n/e","n/e","n/e","n/e","126","n/e","n/e","1274","n/e"
"15.06.2018 21:45 - 15.06.2018 22:00","n/e","n/e","n/e","n/e","132","n/e","n/e","1401","n/e"
"15.06.2018 22:00 - 15.06.2018 22:15","n/e","n/e","n/e","n/e","145","n/e","n/e","1520","n/e"
"15.06.2018 22:15 - 15.06.2018 22:30","n/e","n/e","n/e","n/e","157","n/e","n/e","1679","n/e"
"15.06.2018 22:30 - 15.06.2018 22:45","n/e","n/e","n/e","n/e","169","n/e","n/e","1843","n/e"
"15.06.2018 22:45 - 15.06.2018 23:00","n/e","n/e","n/e","n/e","183","n/e","n/e","1999","n/e"
"15.06.2018 23:00 - 15.06.2018 23:15","n/e","n/e","n/e","n/e","197","n/e","n/e","2149","n/e"
"15.06.2018 23:15 - 15.06.2018 23:30","n/e","n/e","n/e","n/e","205","n/e","n/e","2251","n/e"
"15.06.2018 23:30 - 15.06.2018 23:45","n/e","n/e","n/e","n/e","217","n/e","n/e","2346","n/e"
"15.06.2018 23:45 - 16.06.2018 00:00","n/e","n/e","n/e","n/e","228","n/e","n/e","2427","n/e"
"16.06.2018 00:00 - 16.06.2018 00:15","n/e","n/e","n/e","n/e","137","n/e","n/e","2737","n/e"
"16.06.2018 00:15 - 16.06.2018 00:30","n/e","n/e","n/e","n/e","122","n/e","n/e","2860","n/e"
"16.06.2018 00:30 - 16.06.2018 00:45","n/e","n/e","n/e","n/e","114","n/e","n/e","2912","n/e"
"16.06.2018 00:45 - 16.06.2018 01:00","n/e","n/e","n/e","n/e","119","n/e","n/e","2987","n/e"
"16.06.2018 01:00 - 16.06.2018 01:15","n/e","n/e","n/e","n/e","114","n/e","n/e","2942","n/e"
"16.06.2018 01:15 - 16.06.2018 01:30","n/e","n/e","n/e","n/e","90","n/e","n/e","2940","n/e"
"16.06.2018 01:30 - 16.06.2018 01:45","n/e","n/e","n/e","n/e","77","n/e","n/e","2901","n/e"
"16.06.2018 01:45 - 16.06.2018 02:00","n/e","n/e","n/e","n/e","79","n/e","n/e","2866","n/e"
"16.06.2018 02:00 - 16.06.2018 02:15","n/e","n/e","n/e","n/e","79","n/e","n/e","2822","n/e"
"16.06.2018 02:15 - 16.06.2018 02:30","n/e","n/e","n/e","n/e","77","n/e","n/e","2840","n/e"
"16.06.2018 02:30 - 16.06.2018 02:45","n/e","n/e","n/e","n/e","91","n/e","n/e","2803","n/e"
"16.06.2018 02:45 - 16.06.2018 03:00","n/e","n/e","n/e","n/e","98","n/e","n/e","2747","n/e"
"16.06.2018 03:00 - 16.06.2018 03:15","n/e","n/e","n/e","n/e","103","n/e","n/e","2763","n/e"
"16.06.2018 03:15 - 16.06.2018 03:30","n/e","n/e","n/e","n/e","96","n/e","n/e","2776","n/e"
"16.06.2018 03:30 - 16.06.2018 03:45","n/e","n/e","n/e","n/e","106","n/e","n/e","2832","n/e"
"16.06.2018 03:45 - 16.06.2018 04:00","n/e","n/e","n/e","n/e","108","n/e","n/e","2759","n/e"
"16.06.2018 04:00 - 16.06.2018 04:15","n/e","n/e","n/e","n/e","123","n/e","n/e","2728","n/e"
"16.06.2018 04:15 - 16.06.2018 04:30","n/e","n/e","n/e","n/e","155","n/e","n/e","2736","n/e"
"16.06.2018 04:30 - 16.06.2018 04:45","n/e","n/e","n/e","n/e","177","n/e","n/e","2701","n/e"
"16.06.2018 04:45 - 16.06.2018 05:00","n/e","n/e","n/e","n/e","186","n/e","n/e","2746","n/e"
"16.06.2018 05:00 - 16.06.2018 05:15","n/e","n/e","n/e","n/e","192","n/e","n/e","2788","n/e"
"16.06.2018 05:15 - 16.06.2018 05:30","n/e","n/e","n/e","n/e","179","n/e","n/e","2809","n/e"
"16.06.2018 05:30 - 16.06.2018 05:45","n/e","n/e","n/e","n/e","192","n/e","n/e","2821","n/e"
"16.06.2018 05:45 - 16.06.2018 06:00","n/e","n/e","n/e","n/e","200","n/e","n/e","2889","n/e"
"16.06.2018 06:00 - 16.06.2018 06:15","n/e","n/e","n/e","n/e","219","n/e","n/e","2950","n/e"
"16.06.2018 06:15 - 16.06.2018 06:30","n/e","n/e","n/e","n/e","252","n/e","n/e","2851","n/e"
"16.06.2018 06:30 - 16.06.2018 06:45","n/e","n/e","n/e","n/e","265","n/e","n/e","2727","n/e"
"16.06.2018 06:45 - 16.06.2018 07:00","n/e","n/e","n/e","n/e","276","n/e","n/e","2614","n/e"
"16.06.2018 07:00 - 16.06.2018 07:15","n/e","n/e","n/e","n/e","283","n/e","n/e","2472","n/e"
"16.06.2018 07:15 - 16.06.2018 07:30","n/e","n/e","n/e","n/e","276","n/e","n/e","2280","n/e"
"16.06.2018 07:30 - 16.06.2018 07:45","n/e","n/e","n/e","n/e","283","n/e","n/e","2014","n/e"
"16.06.2018 07:45 - 16.06.2018 08:00","n/e","n/e","n/e","n/e","298","n/e","n/e","1760","n/e"
"16.06.2018 08:00 - 16.06.2018 08:15","n/e","n/e","n/e","n/e","307","n/e","n/e","1521","n/e"
"16.06.2018 08:15 - 16.06.2018 08:30","n/e","n/e","n/e","n/e","313","n/e","n/e","1501","n/e"
"16.06.2018 08:30 - 16.06.2018 08:45","n/e","n/e","n/e","n/e","317","n/e","n/e","1488","n/e"
"16.06.2018 08:45 - 16.06.2018 09:00","n/e","n/e","n/e","n/e","320","n/e","n/e","1498","n/e"
"16.06.2018 09:00 - 16.06.2018 09:15","n/e","n/e","n/e","n/e","323","n/e","n/e","1511","n/e"
"16.06.2018 09:15 - 16.06.2018 09:30","n/e","n/e","n/e","n/e","324","n/e","n/e","1497","n/e"
"16.06.2018 09:30 - 16.06.2018 09:45","n/e","n/e","n/e","n/e","326","n/e","n/e","1491","n/e"
"16.06.2018 09:45 - 16.06.2018 10:00","n/e","n/e","n/e","n/e","327","n/e","n/e","1473","n/e"
"16.06.2018 10:00 - 16.06.2018 10:15","n/e","n/e","n/e","n/e","327","n/e","n/e","1457","n/e"
"16.06.2018 10:15 - 16.06.2018 10:30","n/e","n/e","n/e","n/e","333","n/e","n/e","1494","n/e"
"16.06.2018 10:30 - 16.06.2018 10:45","n/e","n/e","n/e","n/e","343","n/e","n/e","1536","n/e"
"16.06.2018 10:45 - 16.06.2018 11:00","n/e","n/e","n/e","n/e","347","n/e","n/e","1570","n/e"
"16.06.2018 11:00 - 16.06.2018 11:15","n/e","n/e","n/e","n/e","353","n/e","n/e","1596","n/e"
"16.06.2018 11:15 - 16.06.2018 11:30","n/e","n/e","n/e","n/e","357","n/e","n/e","1706","n/e"
"16.06.2018 11:30 - 16.06.2018 11:45","n/e","n/e","n/e","n/e","362","n/e","n/e","1812","n/e"
"16.06.2018 11:45 - 16.06.2018 12:00","n/e","n/e","n/e","n/e","369","n/e","n/e","1926","n/e"
"16.06.2018 12:00 - 16.06.2018 12:15","n/e","n/e","n/e","n/e","373","n/e","n/e","2037","n/e"
"16.06.2018 12:15 - 16.06.2018 12:30","n/e","n/e","n/e","n/e","378","n/e","n/e","2143","n/e"
"16.06.2018 12:30 - 16.06.2018 12:45","n/e","n/e","n/e","n/e","385","n/e","n/e","2232","n/e"
"16.06.2018 12:45 - 16.06.2018 13:00","n/e","n/e","n/e","n/e","392","n/e","n/e","2316","n/e"
"16.06.2018 13:00 - 16.06.2018 13:15","n/e","n/e","n/e","n/e","401","n/e","n/e","2397","n/e"
"16.06.2018 13:15 - 16.06.2018 13:30","n/e","n/e","n/e","n/e","420","n/e","n/e","2505","n/e"
"16.06.2018 13:30 - 16.06.2018 13:45","n/e","n/e","n/e","n/e","434","n/e","n/e","2608","n/e"
"16.06.2018 13:45 - 16.06.2018 14:00","n/e","n/e","n/e","n/e","451","n/e","n/e","2687","n/e"
"16.06.2018 14:00 - 16.06.2018 14:15","n/e","n/e","n/e","n/e","462","n/e","n/e","2869","n/e"
"16.06.2018 14:15 - 16.06.2018 14:30","n/e","n/e","n/e","n/e","462","n/e","n/e","2946","n/e"
"16.06.2018 14:30 - 16.06.2018 14:45","n/e","n/e","n/e","n/e","464","n/e","n/e","3023","n/e"
"16.06.2018 14:45 - 16.06.2018 15:00","n/e","n/e","n/e","n/e","464","n/e","n/e","3101","n/e"
"16.06.2018 15:00 - 16.06.2018 15:15","n/e","n/e","n/e","n/e","475","n/e","n/e","3175","n/e"
"16.06.2018 15:15 - 16.06.2018 15:30","n/e","n/e","n/e","n/e","492","n/e","n/e","3212","n/e"
"16.06.2018 15:30 - 16.06.2018 15:45","n/e","n/e","n/e","n/e","504","n/e","n/e","3258","n/e"
"16.06.2018 15:45 - 16.06.2018 16:00","n/e","n/e","n/e","n/e","521","n/e","n/e","3296","n/e"
"16.06.2018 16:00 - 16.06.2018 16:15","n/e","n/e","n/e","n/e","539","n/e","n/e","3288","n/e"
"16.06.2018 16:15 - 16.06.2018 16:30","n/e","n/e","n/e","n/e","561","n/e","n/e","3232","n/e"
"16.06.2018 16:30 - 16.06.2018 16:45","n/e","n/e","n/e","n/e","578","n/e","n/e","3186","n/e"
"16.06.2018 16:45 - 16.06.2018 17:00","n/e","n/e","n/e","n/e","593","n/e","n/e","3132","n/e"
"16.06.2018 17:00 - 16.06.2018 17:15","n/e","n/e","n/e","n/e","607","n/e","n/e","3075","n/e"
"16.06.2018 17:15 - 16.06.2018 17:30","n/e","n/e","n/e","n/e","623","n/e","n/e","2988","n/e"
"16.06.2018 17:30 - 16.06.2018 17:45","n/e","n/e","n/e","n/e","638","n/e","n/e","2903","n/e"
"16.06.2018 17:45 - 16.06.2018 18:00","n/e","n/e","n/e","n/e","650","n/e","n/e","2832","n/e"
"16.06.2018 18:00 - 16.06.2018 18:15","n/e","n/e","n/e","n/e","662","n/e","n/e","2756","n/e"
"16.06.2018 18:15 - 16.06.2018 18:30","n/e","n/e","n/e","n/e","676","n/e","n/e","2670","n/e"
"16.06.2018 18:30 - 16.06.2018 18:45","n/e","n/e","n/e","n/e","692","n/e","n/e","2582","n/e"
"16.06.2018 18:45 - 16.06.2018 19:00","n/e","n/e","n/e","n/e","706","n/e","n/e","2492","n/e"
"16.06.2018 19:00 - 16.06.2018 19:15","n/e","n/e","n/e","n/e","727","n/e","n/e","2417","n/e"
"16.06.2018 19:15 - 16.06.2018 19:30","n/e","n/e","n/e","n/e","742","n/e","n/e","2274","n/e"
"16.06.2018 19:30 - 16.06.2018 19:45","n/e","n/e","n/e","n/e","757","n/e","n/e","2129","n/e"
"16.06.2018 19:45 - 16.06.2018 20:00","n/e","n/e","n/e","n/e","775","n/e","n/e","2027","n/e"
"16.06.2018 20:00 - 16.06.2018 20:15","n/e","n/e","n/e","n/e","781","n/e","n/e","1957","n/e"
"16.06.2018 20:15 - 16.06.2018 20:30","n/e","n/e","n/e","n/e","785","n/e","n/e","2031","n/e"
"16.06.2018 20:30 - 16.06.2018 20:45","n/e","n/e","n/e","n/e","788","n/e","n/e","2124","n/e"
"16.06.2018 20:45 - 16.06.2018 21:00","n/e","n/e","n/e","n/e","792","n/e","n/e","2209","n/e"
"16.06.2018 21:00 - 16.06.2018 21:15","n/e","n/e","n/e","n/e","796","n/e","n/e","2218","n/e"
"16.06.2018 21:15 - 16.06.2018 21:30","n/e","n/e","n/e","n/e","799","n/e","n/e","2315","n/e"
"16.06.2018 21:30 - 16.06.2018 21:45","n/e","n/e","n/e","n/e","804","n/e","n/e","2409","n/e"
"16.06.2018 21:45 - 16.06.2018 22:00","n/e","n/e","n/e","n/e","807","n/e","n/e","2505","n/e"
"16.06.2018 22:00 - 16.06.2018 22:15","n/e","n/e","n/e","n/e","815","n/e","n/e","2599","n/e"
"16.06.2018 22:15 - 16.06.2018 22:30","n/e","n/e","n/e","n/e","816","n/e","n/e","2683","n/e"
"16.06.2018 22:30 - 16.06.2018 22:45","n/e","n/e","n/e","n/e","817","n/e","n/e","2765","n/e"
"16.06.2018 22:45 - 16.06.2018 23:00","n/e","n/e","n/e","n/e","819","n/e","n/e","2836","n/e"
"16.06.2018 23:00 - 16.06.2018 23:15","n/e","n/e","n/e","n/e","826","n/e","n/e","2886","n/e"
"16.06.2018 23:15 - 16.06.2018 23:30","n/e","n/e","n/e","n/e","848","n/e","n/e","2878","n/e"
"16.06.2018 23:30 - 16.06.2018 23:45","n/e","n/e","n/e","n/e","868","n/e","n/e","2868","n/e"
"16.06.2018 23:45 - 17.06.2018 00:00","n/e","n/e","n/e","n/e","891","n/e","n/e","2853","n/e"
"17.06.2018 00:00 - 17.06.2018 00:15","n/e","n/e","n/e","n/e","847","n/e","n/e","3116","n/e"
"17.06.2018 00:15 - 17.06.2018 00:30","n/e","n/e","n/e","n/e","933","n/e","n/e","3272","n/e"
"17.06.2018 00:30 - 17.06.2018 00:45","n/e","n/e","n/e","n/e","998","n/e","n/e","3250","n/e"
"17.06.2018 00:45 - 17.06.2018 01:00","n/e","n/e","n/e","n/e","1039","n/e","n/e","3336","n/e"
"17.06.2018 01:00 - 17.06.2018 01:15","n/e","n/e","n/e","n/e","1086","n/e","n/e","3454","n/e"
"17.06.2018 01:15 - 17.06.2018 01:30","n/e","n/e","n/e","n/e","1145","n/e","n/e","3545","n/e"
"17.06.2018 01:30 - 17.06.2018 01:45","n/e","n/e","n/e","n/e","1191","n/e","n/e","3626","n/e"
"17.06.2018 01:45 - 17.06.2018 02:00","n/e","n/e","n/e","n/e","1246","n/e","n/e","3833","n/e"
"17.06.2018 02:00 - 17.06.2018 02:15","n/e","n/e","n/e","n/e","1288","n/e","n/e","3946","n/e"
"17.06.2018 02:15 - 17.06.2018 02:30","n/e","n/e","n/e","n/e","1359","n/e","n/e","4102","n/e"
"17.06.2018 02:30 - 17.06.2018 02:45","n/e","n/e","n/e","n/e","1417","n/e","n/e","4256","n/e"
"17.06.2018 02:45 - 17.06.2018 03:00","n/e","n/e","n/e","n/e","1507","n/e","n/e","4312","n/e"
"17.06.2018 03:00 - 17.06.2018 03:15","n/e","n/e","n/e","n/e","1609","n/e","n/e","4478","n/e"
"17.06.2018 03:15 - 17.06.2018 03:30","n/e","n/e","n/e","n/e","1715","n/e","n/e","4775","n/e"
"17.06.2018 03:30 - 17.06.2018 03:45","n/e","n/e","n/e","n/e","1817","n/e","n/e","5041","n/e"
"17.06.2018 03:45 - 17.06.2018 04:00","n/e","n/e","n/e","n/e","1963","n/e","n/e","5187","n/e"
