"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-LU","Generation - Solar [MW] Intraday / BZN|DE-LU","Generation - Solar [MW] Current / BZN|DE-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-LU","Generation - Wind Offshore [MW] Current / BZN|DE-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-LU","Generation - Wind Onshore [MW] Current / BZN|DE-LU"
"12.06.2018 09:00 - 12.06.2018 09:15","n/e","n/e","n/e","n/e","2287","n/e","n/e","5480","n/e"
"12.06.2018 09:15 - 12.06.2018 09:30","n/e","n/e","n/e","n/e","2224","n/e","n/e","5598","n/e"
"12.06.2018 09:30 - 12.06.2018 09:45","n/e","n/e","n/e","n/e","2163","n/e","n/e","5719","n/e"
"12.06.2018 09:45 - 12.06.2018 10:00","n/e","n/e","n/e","n/e","2102","n/e","n/e","5779","n/e"
"12.06.2018 10:00 - 12.06.2018 10:15","n/e","n/e","n/e","n/e","2045","n/e","n/e","5833","n/e"
"12.06.2018 10:15 - 12.06.2018 10:30","n/e","n/e","n/e","n/e","2001","n/e","n/e","5756","n/e"
"12.06.2018 10:30 - 12.06.2018 10:45","n/e","n/e","n/e","n/e","1961","n/e","n/e","5691","n/e"
"12.06.2018 10:45 - 12.06.2018 11:00","n/e","n/e","n/e","n/e","1916","n/e","n/e","5638","n/e"
"12.06.2018 11:00 - 12.06.2018 11:15","n/e","n/e","n/e","n/e","1881","n/e","n/e","5576","n/e"
"12.06.2018 11:15 - 12.06.2018 11:30","n/e","n/e","n/e","n/e","1862","n/e","n/e","5590","n/e"
"12.06.2018 11:30 - 12.06.2018 11:45","n/e","n/e","n/e","n/e","1847","n/e","n/e","5605","n/e"
"12.06.2018 11:45 - 12.06.2018 12:00","n/e","n/e","n/e","n/e","1832","n/e","n/e","5612","n/e"
"12.06.2018 12:00 - 12.06.2018 12:15","n/e","n/e","n/e","n/e","1821","n/e","n/e","5617","n/e"
"12.06.2018 12:15 - 12.06.2018 12:30","n/e","n/e","n/e","n/e","1801","n/e","n/e","5699","n/e"
"12.06.2018 12:30 - 12.06.2018 12:45","n/e","n/e","n/e","n/e","1777","n/e","n/e","5785","n/e"
"12.06.2018 12:45 - 12.06.2018 13:00","n/e","n/e","n/e","n/e","1754","n/e","n/e","5855","n/e"
"12.06.2018 13:00 - 12.06.2018 13:15","n/e","n/e","n/e","n/e","1735","n/e","n/e","5892","n/e"
"12.06.2018 13:15 - 12.06.2018 13:30","n/e","n/e","n/e","n/e","1744","n/e","n/e","5926","n/e"
"12.06.2018 13:30 - 12.06.2018 13:45","n/e","n/e","n/e","n/e","1753","n/e","n/e","5973","n/e"
"12.06.2018 13:45 - 12.06.2018 14:00","n/e","n/e","n/e","n/e","1766","n/e","n/e","6001","n/e"
"12.06.2018 14:00 - 12.06.2018 14:15","n/e","n/e","n/e","n/e","1667","n/e","n/e","5975","n/e"
"12.06.2018 14:15 - 12.06.2018 14:30","n/e","n/e","n/e","n/e","1707","n/e","n/e","6043","n/e"
"12.06.2018 14:30 - 12.06.2018 14:45","n/e","n/e","n/e","n/e","1748","n/e","n/e","6106","n/e"
"12.06.2018 14:45 - 12.06.2018 15:00","n/e","n/e","n/e","n/e","1788","n/e","n/e","6172","n/e"
"12.06.2018 15:00 - 12.06.2018 15:15","n/e","n/e","n/e","n/e","1835","n/e","n/e","6242","n/e"
"12.06.2018 15:15 - 12.06.2018 15:30","n/e","n/e","n/e","n/e","1872","n/e","n/e","6329","n/e"
"12.06.2018 15:30 - 12.06.2018 15:45","n/e","n/e","n/e","n/e","1916","n/e","n/e","6407","n/e"
"12.06.2018 15:45 - 12.06.2018 16:00","n/e","n/e","n/e","n/e","1954","n/e","n/e","6493","n/e"
"12.06.2018 16:00 - 12.06.2018 16:15","n/e","n/e","n/e","n/e","2006","n/e","n/e","6563","n/e"
"12.06.2018 16:15 - 12.06.2018 16:30","n/e","n/e","n/e","n/e","2065","n/e","n/e","6655","n/e"
"12.06.2018 16:30 - 12.06.2018 16:45","n/e","n/e","n/e","n/e","2124","n/e","n/e","6749","n/e"
"12.06.2018 16:45 - 12.06.2018 17:00","n/e","n/e","n/e","n/e","2183","n/e","n/e","6843","n/e"
"12.06.2018 17:00 - 12.06.2018 17:15","n/e","n/e","n/e","n/e","2241","n/e","n/e","6919","n/e"
"12.06.2018 17:15 - 12.06.2018 17:30","n/e","n/e","n/e","n/e","2295","n/e","n/e","6943","n/e"
"12.06.2018 17:30 - 12.06.2018 17:45","n/e","n/e","n/e","n/e","2354","n/e","n/e","6957","n/e"
"12.06.2018 17:45 - 12.06.2018 18:00","n/e","n/e","n/e","n/e","2413","n/e","n/e","6976","n/e"
"12.06.2018 18:00 - 12.06.2018 18:15","n/e","n/e","n/e","n/e","2468","n/e","n/e","6995","n/e"
"12.06.2018 18:15 - 12.06.2018 18:30","n/e","n/e","n/e","n/e","2502","n/e","n/e","7024","n/e"
"12.06.2018 18:30 - 12.06.2018 18:45","n/e","n/e","n/e","n/e","2536","n/e","n/e","7052","n/e"
"12.06.2018 18:45 - 12.06.2018 19:00","n/e","n/e","n/e","n/e","2571","n/e","n/e","7081","n/e"
"12.06.2018 19:00 - 12.06.2018 19:15","n/e","n/e","n/e","n/e","2599","n/e","n/e","7113","n/e"
"12.06.2018 19:15 - 12.06.2018 19:30","n/e","n/e","n/e","n/e","2640","n/e","n/e","7098","n/e"
"12.06.2018 19:30 - 12.06.2018 19:45","n/e","n/e","n/e","n/e","2684","n/e","n/e","7080","n/e"
"12.06.2018 19:45 - 12.06.2018 20:00","n/e","n/e","n/e","n/e","2726","n/e","n/e","7071","n/e"
"12.06.2018 20:00 - 12.06.2018 20:15","n/e","n/e","n/e","n/e","2764","n/e","n/e","7048","n/e"
"12.06.2018 20:15 - 12.06.2018 20:30","n/e","n/e","n/e","n/e","2765","n/e","n/e","6974","n/e"
"12.06.2018 20:30 - 12.06.2018 20:45","n/e","n/e","n/e","n/e","2769","n/e","n/e","6902","n/e"
"12.06.2018 20:45 - 12.06.2018 21:00","n/e","n/e","n/e","n/e","2772","n/e","n/e","6832","n/e"
"12.06.2018 21:00 - 12.06.2018 21:15","n/e","n/e","n/e","n/e","2774","n/e","n/e","6517","n/e"
"12.06.2018 21:15 - 12.06.2018 21:30","n/e","n/e","n/e","n/e","2775","n/e","n/e","6504","n/e"
"12.06.2018 21:30 - 12.06.2018 21:45","n/e","n/e","n/e","n/e","2774","n/e","n/e","6482","n/e"
"12.06.2018 21:45 - 12.06.2018 22:00","n/e","n/e","n/e","n/e","2773","n/e","n/e","6457","n/e"
"12.06.2018 22:00 - 12.06.2018 22:15","n/e","n/e","n/e","n/e","2776","n/e","n/e","6431","n/e"
"12.06.2018 22:15 - 12.06.2018 22:30","n/e","n/e","n/e","n/e","2799","n/e","n/e","6475","n/e"
"12.06.2018 22:30 - 12.06.2018 22:45","n/e","n/e","n/e","n/e","2820","n/e","n/e","6524","n/e"
"12.06.2018 22:45 - 12.06.2018 23:00","n/e","n/e","n/e","n/e","2835","n/e","n/e","6580","n/e"
"12.06.2018 23:00 - 12.06.2018 23:15","n/e","n/e","n/e","n/e","2856","n/e","n/e","6634","n/e"
"12.06.2018 23:15 - 12.06.2018 23:30","n/e","n/e","n/e","n/e","2861","n/e","n/e","6686","n/e"
"12.06.2018 23:30 - 12.06.2018 23:45","n/e","n/e","n/e","n/e","2866","n/e","n/e","6740","n/e"
"12.06.2018 23:45 - 13.06.2018 00:00","n/e","n/e","n/e","n/e","2878","n/e","n/e","6783","n/e"
"13.06.2018 00:00 - 13.06.2018 00:15","n/e","n/e","n/e","n/e","3182","n/e","n/e","6461","n/e"
"13.06.2018 00:15 - 13.06.2018 00:30","n/e","n/e","n/e","n/e","3084","n/e","n/e","6246","n/e"
"13.06.2018 00:30 - 13.06.2018 00:45","n/e","n/e","n/e","n/e","3099","n/e","n/e","6272","n/e"
"13.06.2018 00:45 - 13.06.2018 01:00","n/e","n/e","n/e","n/e","3076","n/e","n/e","6391","n/e"
"13.06.2018 01:00 - 13.06.2018 01:15","n/e","n/e","n/e","n/e","3062","n/e","n/e","6392","n/e"
"13.06.2018 01:15 - 13.06.2018 01:30","n/e","n/e","n/e","n/e","3078","n/e","n/e","6321","n/e"
"13.06.2018 01:30 - 13.06.2018 01:45","n/e","n/e","n/e","n/e","3117","n/e","n/e","6423","n/e"
"13.06.2018 01:45 - 13.06.2018 02:00","n/e","n/e","n/e","n/e","3155","n/e","n/e","6557","n/e"
"13.06.2018 02:00 - 13.06.2018 02:15","n/e","n/e","n/e","n/e","3190","n/e","n/e","6401","n/e"
"13.06.2018 02:15 - 13.06.2018 02:30","n/e","n/e","n/e","n/e","3255","n/e","n/e","6376","n/e"
"13.06.2018 02:30 - 13.06.2018 02:45","n/e","n/e","n/e","n/e","3235","n/e","n/e","6522","n/e"
"13.06.2018 02:45 - 13.06.2018 03:00","n/e","n/e","n/e","n/e","3154","n/e","n/e","6529","n/e"
"13.06.2018 03:00 - 13.06.2018 03:15","n/e","n/e","n/e","n/e","3204","n/e","n/e","6688","n/e"
"13.06.2018 03:15 - 13.06.2018 03:30","n/e","n/e","n/e","n/e","3242","n/e","n/e","6879","n/e"
"13.06.2018 03:30 - 13.06.2018 03:45","n/e","n/e","n/e","n/e","3257","n/e","n/e","6885","n/e"
"13.06.2018 03:45 - 13.06.2018 04:00","n/e","n/e","n/e","n/e","3294","n/e","n/e","6787","n/e"
"13.06.2018 04:00 - 13.06.2018 04:15","n/e","n/e","n/e","n/e","3283","n/e","n/e","6932","n/e"
"13.06.2018 04:15 - 13.06.2018 04:30","n/e","n/e","n/e","n/e","3306","n/e","n/e","7042","n/e"
"13.06.2018 04:30 - 13.06.2018 04:45","n/e","n/e","n/e","n/e","3343","n/e","n/e","7029","n/e"
"13.06.2018 04:45 - 13.06.2018 05:00","n/e","n/e","n/e","n/e","3319","n/e","n/e","7093","n/e"
"13.06.2018 05:00 - 13.06.2018 05:15","n/e","n/e","n/e","n/e","3369","n/e","n/e","7310","n/e"
"13.06.2018 05:15 - 13.06.2018 05:30","n/e","n/e","n/e","n/e","3425","n/e","n/e","7501","n/e"
"13.06.2018 05:30 - 13.06.2018 05:45","n/e","n/e","n/e","n/e","3331","n/e","n/e","7551","n/e"
"13.06.2018 05:45 - 13.06.2018 06:00","n/e","n/e","n/e","n/e","3249","n/e","n/e","7562","n/e"
"13.06.2018 06:00 - 13.06.2018 06:15","n/e","n/e","n/e","n/e","3191","n/e","n/e","7710","n/e"
"13.06.2018 06:15 - 13.06.2018 06:30","n/e","n/e","n/e","n/e","3210","n/e","n/e","7817","n/e"
"13.06.2018 06:30 - 13.06.2018 06:45","n/e","n/e","n/e","n/e","3193","n/e","n/e","7802","n/e"
"13.06.2018 06:45 - 13.06.2018 07:00","n/e","n/e","n/e","n/e","3042","n/e","n/e","7856","n/e"
"13.06.2018 07:00 - 13.06.2018 07:15","n/e","n/e","n/e","n/e","2945","n/e","n/e","7649","n/e"
"13.06.2018 07:15 - 13.06.2018 07:30","n/e","n/e","n/e","n/e","2777","n/e","n/e","7586","n/e"
"13.06.2018 07:30 - 13.06.2018 07:45","n/e","n/e","n/e","n/e","2619","n/e","n/e","7591","n/e"
"13.06.2018 07:45 - 13.06.2018 08:00","n/e","n/e","n/e","n/e","2523","n/e","n/e","7569","n/e"
"13.06.2018 08:00 - 13.06.2018 08:15","n/e","n/e","n/e","n/e","2429","n/e","n/e","7496","n/e"
"13.06.2018 08:15 - 13.06.2018 08:30","n/e","n/e","n/e","n/e","2375","n/e","n/e","7498","n/e"
"13.06.2018 08:30 - 13.06.2018 08:45","n/e","n/e","n/e","n/e","2324","n/e","n/e","7504","n/e"
"13.06.2018 08:45 - 13.06.2018 09:00","n/e","n/e","n/e","n/e","2271","n/e","n/e","7547","n/e"
"13.06.2018 09:00 - 13.06.2018 09:15","n/e","n/e","n/e","n/e","2225","n/e","n/e","7574","n/e"
"13.06.2018 09:15 - 13.06.2018 09:30","n/e","n/e","n/e","n/e","2177","n/e","n/e","7663","n/e"
"13.06.2018 09:30 - 13.06.2018 09:45","n/e","n/e","n/e","n/e","2129","n/e","n/e","7754","n/e"
"13.06.2018 09:45 - 13.06.2018 10:00","n/e","n/e","n/e","n/e","2076","n/e","n/e","7821","n/e"
"13.06.2018 10:00 - 13.06.2018 10:15","n/e","n/e","n/e","n/e","2029","n/e","n/e","7877","n/e"
"13.06.2018 10:15 - 13.06.2018 10:30","n/e","n/e","n/e","n/e","2000","n/e","n/e","7959","n/e"
"13.06.2018 10:30 - 13.06.2018 10:45","n/e","n/e","n/e","n/e","1971","n/e","n/e","8039","n/e"
"13.06.2018 10:45 - 13.06.2018 11:00","n/e","n/e","n/e","n/e","1944","n/e","n/e","8229","n/e"
"13.06.2018 11:00 - 13.06.2018 11:15","n/e","n/e","n/e","n/e","1922","n/e","n/e","8404","n/e"
"13.06.2018 11:15 - 13.06.2018 11:30","n/e","n/e","n/e","n/e","1932","n/e","n/e","8521","n/e"
"13.06.2018 11:30 - 13.06.2018 11:45","n/e","n/e","n/e","n/e","1940","n/e","n/e","8634","n/e"
"13.06.2018 11:45 - 13.06.2018 12:00","n/e","n/e","n/e","n/e","1947","n/e","n/e","8705","n/e"
"13.06.2018 12:00 - 13.06.2018 12:15","n/e","n/e","n/e","n/e","1959","n/e","n/e","8772","n/e"
"13.06.2018 12:15 - 13.06.2018 12:30","n/e","n/e","n/e","n/e","1988","n/e","n/e","8831","n/e"
"13.06.2018 12:30 - 13.06.2018 12:45","n/e","n/e","n/e","n/e","2019","n/e","n/e","8884","n/e"
"13.06.2018 12:45 - 13.06.2018 13:00","n/e","n/e","n/e","n/e","2048","n/e","n/e","8931","n/e"
"13.06.2018 13:00 - 13.06.2018 13:15","n/e","n/e","n/e","n/e","2072","n/e","n/e","8972","n/e"
"13.06.2018 13:15 - 13.06.2018 13:30","n/e","n/e","n/e","n/e","2068","n/e","n/e","9164","n/e"
"13.06.2018 13:30 - 13.06.2018 13:45","n/e","n/e","n/e","n/e","2065","n/e","n/e","9354","n/e"
"13.06.2018 13:45 - 13.06.2018 14:00","n/e","n/e","n/e","n/e","2062","n/e","n/e","9532","n/e"
"13.06.2018 14:00 - 13.06.2018 14:15","n/e","n/e","n/e","n/e","2089","n/e","n/e","9496","n/e"
"13.06.2018 14:15 - 13.06.2018 14:30","n/e","n/e","n/e","n/e","2085","n/e","n/e","9608","n/e"
"13.06.2018 14:30 - 13.06.2018 14:45","n/e","n/e","n/e","n/e","2082","n/e","n/e","9720","n/e"
"13.06.2018 14:45 - 13.06.2018 15:00","n/e","n/e","n/e","n/e","2078","n/e","n/e","9872","n/e"
"13.06.2018 15:00 - 13.06.2018 15:15","n/e","n/e","n/e","n/e","2067","n/e","n/e","9926","n/e"
"13.06.2018 15:15 - 13.06.2018 15:30","n/e","n/e","n/e","n/e","2045","n/e","n/e","10005","n/e"
"13.06.2018 15:30 - 13.06.2018 15:45","n/e","n/e","n/e","n/e","2022","n/e","n/e","10091","n/e"
"13.06.2018 15:45 - 13.06.2018 16:00","n/e","n/e","n/e","n/e","1997","n/e","n/e","10183","n/e"
"13.06.2018 16:00 - 13.06.2018 16:15","n/e","n/e","n/e","n/e","1976","n/e","n/e","10268","n/e"
"13.06.2018 16:15 - 13.06.2018 16:30","n/e","n/e","n/e","n/e","1941","n/e","n/e","10330","n/e"
"13.06.2018 16:30 - 13.06.2018 16:45","n/e","n/e","n/e","n/e","1912","n/e","n/e","10390","n/e"
"13.06.2018 16:45 - 13.06.2018 17:00","n/e","n/e","n/e","n/e","1879","n/e","n/e","10450","n/e"
"13.06.2018 17:00 - 13.06.2018 17:15","n/e","n/e","n/e","n/e","1847","n/e","n/e","10446","n/e"
"13.06.2018 17:15 - 13.06.2018 17:30","n/e","n/e","n/e","n/e","1791","n/e","n/e","10186","n/e"
"13.06.2018 17:30 - 13.06.2018 17:45","n/e","n/e","n/e","n/e","1739","n/e","n/e","9923","n/e"
"13.06.2018 17:45 - 13.06.2018 18:00","n/e","n/e","n/e","n/e","1680","n/e","n/e","9662","n/e"
"13.06.2018 18:00 - 13.06.2018 18:15","n/e","n/e","n/e","n/e","1627","n/e","n/e","9380","n/e"
"13.06.2018 18:15 - 13.06.2018 18:30","n/e","n/e","n/e","n/e","1567","n/e","n/e","9082","n/e"
"13.06.2018 18:30 - 13.06.2018 18:45","n/e","n/e","n/e","n/e","1507","n/e","n/e","8795","n/e"
"13.06.2018 18:45 - 13.06.2018 19:00","n/e","n/e","n/e","n/e","1445","n/e","n/e","8506","n/e"
"13.06.2018 19:00 - 13.06.2018 19:15","n/e","n/e","n/e","n/e","1390","n/e","n/e","8187","n/e"
"13.06.2018 19:15 - 13.06.2018 19:30","n/e","n/e","n/e","n/e","1336","n/e","n/e","7839","n/e"
"13.06.2018 19:30 - 13.06.2018 19:45","n/e","n/e","n/e","n/e","1283","n/e","n/e","7492","n/e"
"13.06.2018 19:45 - 13.06.2018 20:00","n/e","n/e","n/e","n/e","1225","n/e","n/e","7144","n/e"
"13.06.2018 20:00 - 13.06.2018 20:15","n/e","n/e","n/e","n/e","1176","n/e","n/e","6788","n/e"
"13.06.2018 20:15 - 13.06.2018 20:30","n/e","n/e","n/e","n/e","1142","n/e","n/e","6256","n/e"
"13.06.2018 20:30 - 13.06.2018 20:45","n/e","n/e","n/e","n/e","1110","n/e","n/e","5751","n/e"
"13.06.2018 20:45 - 13.06.2018 21:00","n/e","n/e","n/e","n/e","1073","n/e","n/e","5465","n/e"
"13.06.2018 21:00 - 13.06.2018 21:15","n/e","n/e","n/e","n/e","1046","n/e","n/e","5021","n/e"
"13.06.2018 21:15 - 13.06.2018 21:30","n/e","n/e","n/e","n/e","1022","n/e","n/e","4899","n/e"
"13.06.2018 21:30 - 13.06.2018 21:45","n/e","n/e","n/e","n/e","1000","n/e","n/e","4762","n/e"
"13.06.2018 21:45 - 13.06.2018 22:00","n/e","n/e","n/e","n/e","976","n/e","n/e","4599","n/e"
"13.06.2018 22:00 - 13.06.2018 22:15","n/e","n/e","n/e","n/e","959","n/e","n/e","4462","n/e"
"13.06.2018 22:15 - 13.06.2018 22:30","n/e","n/e","n/e","n/e","957","n/e","n/e","4392","n/e"
"13.06.2018 22:30 - 13.06.2018 22:45","n/e","n/e","n/e","n/e","955","n/e","n/e","4313","n/e"
"13.06.2018 22:45 - 13.06.2018 23:00","n/e","n/e","n/e","n/e","957","n/e","n/e","4224","n/e"
"13.06.2018 23:00 - 13.06.2018 23:15","n/e","n/e","n/e","n/e","949","n/e","n/e","4143","n/e"
"13.06.2018 23:15 - 13.06.2018 23:30","n/e","n/e","n/e","n/e","982","n/e","n/e","4107","n/e"
"13.06.2018 23:30 - 13.06.2018 23:45","n/e","n/e","n/e","n/e","1016","n/e","n/e","4062","n/e"
"13.06.2018 23:45 - 14.06.2018 00:00","n/e","n/e","n/e","n/e","1050","n/e","n/e","4007","n/e"
"14.06.2018 00:00 - 14.06.2018 00:15","n/e","n/e","n/e","n/e","1453","n/e","n/e","3445","n/e"
"14.06.2018 00:15 - 14.06.2018 00:30","n/e","n/e","n/e","n/e","1525","n/e","n/e","3284","n/e"
"14.06.2018 00:30 - 14.06.2018 00:45","n/e","n/e","n/e","n/e","1619","n/e","n/e","3166","n/e"
"14.06.2018 00:45 - 14.06.2018 01:00","n/e","n/e","n/e","n/e","1721","n/e","n/e","3143","n/e"
"14.06.2018 01:00 - 14.06.2018 01:15","n/e","n/e","n/e","n/e","1856","n/e","n/e","3089","n/e"
"14.06.2018 01:15 - 14.06.2018 01:30","n/e","n/e","n/e","n/e","2052","n/e","n/e","2959","n/e"
"14.06.2018 01:30 - 14.06.2018 01:45","n/e","n/e","n/e","n/e","2171","n/e","n/e","2920","n/e"
"14.06.2018 01:45 - 14.06.2018 02:00","n/e","n/e","n/e","n/e","2266","n/e","n/e","3094","n/e"
"14.06.2018 02:00 - 14.06.2018 02:15","n/e","n/e","n/e","n/e","2407","n/e","n/e","3281","n/e"
"14.06.2018 02:15 - 14.06.2018 02:30","n/e","n/e","n/e","n/e","2506","n/e","n/e","3369","n/e"
"14.06.2018 02:30 - 14.06.2018 02:45","n/e","n/e","n/e","n/e","2555","n/e","n/e","3433","n/e"
"14.06.2018 02:45 - 14.06.2018 03:00","n/e","n/e","n/e","n/e","2601","n/e","n/e","3420","n/e"
"14.06.2018 03:00 - 14.06.2018 03:15","n/e","n/e","n/e","n/e","2632","n/e","n/e","3478","n/e"
"14.06.2018 03:15 - 14.06.2018 03:30","n/e","n/e","n/e","n/e","2629","n/e","n/e","3534","n/e"
"14.06.2018 03:30 - 14.06.2018 03:45","n/e","n/e","n/e","n/e","2698","n/e","n/e","3580","n/e"
"14.06.2018 03:45 - 14.06.2018 04:00","n/e","n/e","n/e","n/e","2815","n/e","n/e","3646","n/e"
"14.06.2018 04:00 - 14.06.2018 04:15","n/e","n/e","n/e","n/e","2922","n/e","n/e","3780","n/e"
"14.06.2018 04:15 - 14.06.2018 04:30","n/e","n/e","n/e","n/e","2985","n/e","n/e","3882","n/e"
"14.06.2018 04:30 - 14.06.2018 04:45","n/e","n/e","n/e","n/e","3089","n/e","n/e","3935","n/e"
"14.06.2018 04:45 - 14.06.2018 05:00","n/e","n/e","n/e","n/e","3205","n/e","n/e","3954","n/e"
"14.06.2018 05:00 - 14.06.2018 05:15","n/e","n/e","n/e","n/e","3318","n/e","n/e","4091","n/e"
"14.06.2018 05:15 - 14.06.2018 05:30","n/e","n/e","n/e","n/e","3428","n/e","n/e","4238","n/e"
"14.06.2018 05:30 - 14.06.2018 05:45","n/e","n/e","n/e","n/e","3500","n/e","n/e","4400","n/e"
"14.06.2018 05:45 - 14.06.2018 06:00","n/e","n/e","n/e","n/e","3558","n/e","n/e","4590","n/e"
"14.06.2018 06:00 - 14.06.2018 06:15","n/e","n/e","n/e","n/e","3600","n/e","n/e","4791","n/e"
"14.06.2018 06:15 - 14.06.2018 06:30","n/e","n/e","n/e","n/e","3728","n/e","n/e","4749","n/e"
"14.06.2018 06:30 - 14.06.2018 06:45","n/e","n/e","n/e","n/e","3753","n/e","n/e","4767","n/e"
"14.06.2018 06:45 - 14.06.2018 07:00","n/e","n/e","n/e","n/e","3739","n/e","n/e","4574","n/e"
"14.06.2018 07:00 - 14.06.2018 07:15","n/e","n/e","n/e","n/e","3574","n/e","n/e","4700","n/e"
"14.06.2018 07:15 - 14.06.2018 07:30","n/e","n/e","n/e","n/e","3614","n/e","n/e","4490","n/e"
"14.06.2018 07:30 - 14.06.2018 07:45","n/e","n/e","n/e","n/e","3616","n/e","n/e","4260","n/e"
"14.06.2018 07:45 - 14.06.2018 08:00","n/e","n/e","n/e","n/e","3617","n/e","n/e","4167","n/e"
"14.06.2018 08:00 - 14.06.2018 08:15","n/e","n/e","n/e","n/e","3624","n/e","n/e","4040","n/e"
"14.06.2018 08:15 - 14.06.2018 08:30","n/e","n/e","n/e","n/e","3629","n/e","n/e","4119","n/e"
"14.06.2018 08:30 - 14.06.2018 08:45","n/e","n/e","n/e","n/e","3632","n/e","n/e","4208","n/e"
"14.06.2018 08:45 - 14.06.2018 09:00","n/e","n/e","n/e","n/e","3639","n/e","n/e","4406","n/e"
"14.06.2018 09:00 - 14.06.2018 09:15","n/e","n/e","n/e","n/e","3745","n/e","n/e","4463","n/e"
"14.06.2018 09:15 - 14.06.2018 09:30","n/e","n/e","n/e","n/e","3755","n/e","n/e","4679","n/e"
"14.06.2018 09:30 - 14.06.2018 09:45","n/e","n/e","n/e","n/e","3766","n/e","n/e","4893","n/e"
"14.06.2018 09:45 - 14.06.2018 10:00","n/e","n/e","n/e","n/e","3774","n/e","n/e","5087","n/e"
"14.06.2018 10:00 - 14.06.2018 10:15","n/e","n/e","n/e","n/e","3787","n/e","n/e","5269","n/e"
"14.06.2018 10:15 - 14.06.2018 10:30","n/e","n/e","n/e","n/e","3794","n/e","n/e","5495","n/e"
"14.06.2018 10:30 - 14.06.2018 10:45","n/e","n/e","n/e","n/e","3802","n/e","n/e","5721","n/e"
"14.06.2018 10:45 - 14.06.2018 11:00","n/e","n/e","n/e","n/e","3811","n/e","n/e","5886","n/e"
"14.06.2018 11:00 - 14.06.2018 11:15","n/e","n/e","n/e","n/e","3819","n/e","n/e","6052","n/e"
"14.06.2018 11:15 - 14.06.2018 11:30","n/e","n/e","n/e","n/e","3829","n/e","n/e","6253","n/e"
"14.06.2018 11:30 - 14.06.2018 11:45","n/e","n/e","n/e","n/e","3842","n/e","n/e","6460","n/e"
"14.06.2018 11:45 - 14.06.2018 12:00","n/e","n/e","n/e","n/e","3855","n/e","n/e","6663","n/e"
"14.06.2018 12:00 - 14.06.2018 12:15","n/e","n/e","n/e","n/e","3867","n/e","n/e","6841","n/e"
"14.06.2018 12:15 - 14.06.2018 12:30","n/e","n/e","n/e","n/e","3874","n/e","n/e","7037","n/e"
"14.06.2018 12:30 - 14.06.2018 12:45","n/e","n/e","n/e","n/e","3883","n/e","n/e","7199","n/e"
"14.06.2018 12:45 - 14.06.2018 13:00","n/e","n/e","n/e","n/e","3891","n/e","n/e","7356","n/e"
"14.06.2018 13:00 - 14.06.2018 13:15","n/e","n/e","n/e","n/e","3900","n/e","n/e","7516","n/e"
"14.06.2018 13:15 - 14.06.2018 13:30","n/e","n/e","n/e","n/e","3905","n/e","n/e","7682","n/e"
"14.06.2018 13:30 - 14.06.2018 13:45","n/e","n/e","n/e","n/e","3914","n/e","n/e","7882","n/e"
"14.06.2018 13:45 - 14.06.2018 14:00","n/e","n/e","n/e","n/e","3923","n/e","n/e","8053","n/e"
"14.06.2018 14:00 - 14.06.2018 14:15","n/e","n/e","n/e","n/e","3738","n/e","n/e","7513","n/e"
"14.06.2018 14:15 - 14.06.2018 14:30","n/e","n/e","n/e","n/e","3736","n/e","n/e","7505","n/e"
"14.06.2018 14:30 - 14.06.2018 14:45","n/e","n/e","n/e","n/e","3734","n/e","n/e","7506","n/e"
"14.06.2018 14:45 - 14.06.2018 15:00","n/e","n/e","n/e","n/e","3731","n/e","n/e","7513","n/e"
"14.06.2018 15:00 - 14.06.2018 15:15","n/e","n/e","n/e","n/e","3727","n/e","n/e","7534","n/e"
"14.06.2018 15:15 - 14.06.2018 15:30","n/e","n/e","n/e","n/e","3721","n/e","n/e","7583","n/e"
"14.06.2018 15:30 - 14.06.2018 15:45","n/e","n/e","n/e","n/e","3715","n/e","n/e","7632","n/e"
"14.06.2018 15:45 - 14.06.2018 16:00","n/e","n/e","n/e","n/e","3712","n/e","n/e","7697","n/e"
"14.06.2018 16:00 - 14.06.2018 16:15","n/e","n/e","n/e","n/e","3704","n/e","n/e","7748","n/e"
"14.06.2018 16:15 - 14.06.2018 16:30","n/e","n/e","n/e","n/e","3691","n/e","n/e","7771","n/e"
"14.06.2018 16:30 - 14.06.2018 16:45","n/e","n/e","n/e","n/e","3678","n/e","n/e","7802","n/e"
"14.06.2018 16:45 - 14.06.2018 17:00","n/e","n/e","n/e","n/e","3668","n/e","n/e","7824","n/e"
"14.06.2018 17:00 - 14.06.2018 17:15","n/e","n/e","n/e","n/e","3653","n/e","n/e","7815","n/e"
"14.06.2018 17:15 - 14.06.2018 17:30","n/e","n/e","n/e","n/e","3642","n/e","n/e","7756","n/e"
"14.06.2018 17:30 - 14.06.2018 17:45","n/e","n/e","n/e","n/e","3626","n/e","n/e","7704","n/e"
"14.06.2018 17:45 - 14.06.2018 18:00","n/e","n/e","n/e","n/e","3615","n/e","n/e","7659","n/e"
