"MTU (CET/CEST)","Generation - Solar [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Solar [MW] Intraday / BZN|DE-AT-LU","Generation - Solar [MW] Current / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Offshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Offshore [MW] Current / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Day Ahead/ BZN|DE-AT-LU","Generation - Wind Onshore [MW] Intraday / BZN|DE-AT-LU","Generation - Wind Onshore [MW] Current / BZN|DE-AT-LU"
"28.09.2018 06:45 - 28.09.2018 07:00","8","8","8","4145","4559","3760","10719","10755","6268"
"28.09.2018 07:00 - 28.09.2018 07:15","72","63","39","4148","4557","3760","10596","10555","6127"
"28.09.2018 07:15 - 28.09.2018 07:30","264","266","129","4145","4526","3733","10448","10224","5854"
"28.09.2018 07:30 - 28.09.2018 07:45","704","716","435","4146","4460","3670","10293","10406","5889"
"28.09.2018 07:45 - 28.09.2018 08:00","1390","1478","867","4146","4452","3723","10116","10244","5711"
"28.09.2018 08:00 - 28.09.2018 08:15","2272","2402","1516","4122","4424","3680","9954","10137","5540"
"28.09.2018 08:15 - 28.09.2018 08:30","3307","3521","2201","4094","4380","3613","9755","9971","5384"
"28.09.2018 08:30 - 28.09.2018 08:45","4495","4752","3010","4068","4336","3562","9568","9789","5036"
"28.09.2018 08:45 - 28.09.2018 09:00","5700","5991","3824","4038","4294","3402","9457","9634","4785"
"28.09.2018 09:00 - 28.09.2018 09:15","6941","7264","4693","4006","4254","3346","9331","9556","4534"
"28.09.2018 09:15 - 28.09.2018 09:30","8203","8542","5534","3961","4211","3274","9333","9497","4523"
"28.09.2018 09:30 - 28.09.2018 09:45","9450","9796","6356","3916","4165","3301","9355","9446","4717"
"28.09.2018 09:45 - 28.09.2018 10:00","10640","10969","7134","3869","4107","3334","9378","9448","4723"
"28.09.2018 10:00 - 28.09.2018 10:15","11720","12042","7890","3830","4059","3264","9408","9475","4532"
"28.09.2018 10:15 - 28.09.2018 10:30","12713","13008","8584","3792","4017","3256","9470","9550","4377"
"28.09.2018 10:30 - 28.09.2018 10:45","13637","13909","9174","3752","3976","3224","9537","9615","4473"
"28.09.2018 10:45 - 28.09.2018 11:00","14473","14721","9739","3711","3934","3287","9624","9717","4726"
"28.09.2018 11:00 - 28.09.2018 11:15","15222","15448","10190","3676","3891","3235","9703","9833","5267"
"28.09.2018 11:15 - 28.09.2018 11:30","15900","16103","10688","3648","3854","3124","9800","9940","5441"
"28.09.2018 11:30 - 28.09.2018 11:45","16472","16684","11038","3622","3815","3069","9899","10029","5319"
"28.09.2018 11:45 - 28.09.2018 12:00","16942","17164","11350","3595","3778","2875","10061","10181","5341"
"28.09.2018 12:00 - 28.09.2018 12:15","17330","17570","11618","3579","3755","2809","10213","10307","5332"
"28.09.2018 12:15 - 28.09.2018 12:30","17635","17865","11859","3586","3770","2633","10395","10424","5741"
"28.09.2018 12:30 - 28.09.2018 12:45","17824","18072","12009","3595","3786","2647","10576","10518","5883"
"28.09.2018 12:45 - 28.09.2018 13:00","17904","18183","12157","3604","3796","2699","10743","10588","5934"
"28.09.2018 13:00 - 28.09.2018 13:15","17852","18172","12157","3609","3810","2725","10940","10742","6175"
"28.09.2018 13:15 - 28.09.2018 13:30","17693","18054","12078","3614","3811","2740","11231","10990","6371"
"28.09.2018 13:30 - 28.09.2018 13:45","17450","17844","11934","3621","3819","2829","11547","11232","6507"
"28.09.2018 13:45 - 28.09.2018 14:00","17129","17550","11764","3626","3820","2839","11886","11489","6917"
"28.09.2018 14:00 - 28.09.2018 14:15","16738","17181","11524","3627","3636","2866","12256","11838","7283"
"28.09.2018 14:15 - 28.09.2018 14:30","16270","16738","11202","3641","3638","2890","12638","12162","7579"
"28.09.2018 14:30 - 28.09.2018 14:45","15715","16195","10763","3653","3639","2907","13004","12463","7828"
"28.09.2018 14:45 - 28.09.2018 15:00","15079","15573","10348","3665","3646","2950","13351","12794","7885"
"28.09.2018 15:00 - 28.09.2018 15:15","14370","14868","9889","3678","3656","2926","13650","13134","8318"
"28.09.2018 15:15 - 28.09.2018 15:30","13588","14088","9378","3683","3674","2946","13909","13468","8642"
"28.09.2018 15:30 - 28.09.2018 15:45","12729","13217","8750","3688","3692","2989","14164","13788","8842"
"28.09.2018 15:45 - 28.09.2018 16:00","11803","12267","8046","3695","3712","3050","14406","14096","8911"
"28.09.2018 16:00 - 28.09.2018 16:15","10791","11220","7306","3698","3729","3061","14646","14399","9153"
"28.09.2018 16:15 - 28.09.2018 16:30","9714","10127","6555","3706","3741","2984","14805","14630","9449"
"28.09.2018 16:30 - 28.09.2018 16:45","8572","8943","5778","3715","3755","2953","14996","14857","9562"
"28.09.2018 16:45 - 28.09.2018 17:00","7408","7731","5031","3721","3767","2957","15159","15028","9338"
"28.09.2018 17:00 - 28.09.2018 17:15","6238","6510","4174","3726","3776","2937","15322","15174","9304"
"28.09.2018 17:15 - 28.09.2018 17:30","5087","5299","3392","3722","3759","2835","15078","15083","9289"
"28.09.2018 17:30 - 28.09.2018 17:45","3958","4112","2654","3715","3741","2849","14840","14974","9153"
"28.09.2018 17:45 - 28.09.2018 18:00","2894","2994","1900","3708","3726","2839","14590","14784","9199"
"28.09.2018 18:00 - 28.09.2018 18:15","1927","1984","1205","3718","3714","2988","14316","14573","9277"
"28.09.2018 18:15 - 28.09.2018 18:30","1130","1154","622","3686","3671","2940","14066","14356","9173"
"28.09.2018 18:30 - 28.09.2018 18:45","596","596","313","3657","3705","2887","13821","14209","8851"
"28.09.2018 18:45 - 28.09.2018 19:00","266","251","132","3713","3658","2862","13662","14117","8638"
"28.09.2018 19:00 - 28.09.2018 19:15","65","66","47","3680","3610","2783","13464","14005","8515"
"28.09.2018 19:15 - 28.09.2018 19:30","24","24","24","3646","3567","2791","13311","13896","8454"
"28.09.2018 19:30 - 28.09.2018 19:45","12","12","12","3608","3521","2713","13164","13792","8665"
"28.09.2018 19:45 - 28.09.2018 20:00","0","0","0","3571","3471","2616","13007","13671","8670"
"28.09.2018 20:00 - 28.09.2018 20:15","0","0","0","3535","3425","2527","12833","13541","8573"
"28.09.2018 20:15 - 28.09.2018 20:30","0","0","0","3494","3334","2446","12645","13367","8595"
"28.09.2018 20:30 - 28.09.2018 20:45","0","0","0","3450","3246","2351","12466","13195","8700"
"28.09.2018 20:45 - 28.09.2018 21:00","0","0","0","3411","3159","2256","12283","12994","8568"
"28.09.2018 21:00 - 28.09.2018 21:15","0","0","0","3364","3070","2196","12116","12707","8449"
"28.09.2018 21:15 - 28.09.2018 21:30","0","0","0","3308","2985","2125","11939","12452","8311"
"28.09.2018 21:30 - 28.09.2018 21:45","0","0","0","3253","2905","2048","11769","12186","8278"
"28.09.2018 21:45 - 28.09.2018 22:00","0","0","0","3199","2820","1951","11598","11914","8069"
"28.09.2018 22:00 - 28.09.2018 22:15","0","0","0","3138","2735","1863","11369","11580","7784"
"28.09.2018 22:15 - 28.09.2018 22:30","0","0","0","3080","2653","1746","11230","11338","7594"
"28.09.2018 22:30 - 28.09.2018 22:45","0","0","0","3018","2575","1631","11101","11098","7431"
"28.09.2018 22:45 - 28.09.2018 23:00","0","0","0","2962","2491","1550","10921","10860","7081"
"28.09.2018 23:00 - 28.09.2018 23:15","0","0","0","2896","2413","1494","10778","10660","7079"
"28.09.2018 23:15 - 28.09.2018 23:30","0","0","0","2818","2347","1412","10600","10489","6888"
"28.09.2018 23:30 - 28.09.2018 23:45","0","0","0","2732","2275","1392","10428","10323","6714"
"28.09.2018 23:45 - 29.09.2018 00:00","0","0","0","2650","2209","1381","10243","10125","6496"
"29.09.2018 00:00 - 29.09.2018 00:15","0","0","0","1797","1701","1314","9917","11187","6609"
"29.09.2018 00:15 - 29.09.2018 00:30","0","0","0","1732","1639","1266","9738","10903","6421"
"29.09.2018 00:30 - 29.09.2018 00:45","0","0","0","1672","1568","1210","9556","10505","6272"
"29.09.2018 00:45 - 29.09.2018 01:00","0","0","0","1611","1497","1144","9389","10251","6131"
"29.09.2018 01:00 - 29.09.2018 01:15","0","0","0","1550","1409","1070","9244","10153","6036"
"29.09.2018 01:15 - 29.09.2018 01:30","0","0","0","1491","1379","1050","9136","10029","5875"
"29.09.2018 01:30 - 29.09.2018 01:45","0","0","0","1431","1326","1014","9025","9949","5789"
"29.09.2018 01:45 - 29.09.2018 02:00","0","0","0","1376","1248","938","8842","9730","5714"
"29.09.2018 02:00 - 29.09.2018 02:15","0","0","0","1315","1215","920","8684","9496","5583"
"29.09.2018 02:15 - 29.09.2018 02:30","0","0","0","1276","1242","960","8528","9229","5340"
"29.09.2018 02:30 - 29.09.2018 02:45","0","0","0","1235","1151","881","8379","9222","5335"
"29.09.2018 02:45 - 29.09.2018 03:00","0","0","0","1197","1097","839","8221","9024","5149"
"29.09.2018 03:00 - 29.09.2018 03:15","0","0","0","1156","1079","833","8065","8897","5110"
"29.09.2018 03:15 - 29.09.2018 03:30","0","0","0","1119","1097","860","7950","8608","4900"
"29.09.2018 03:30 - 29.09.2018 03:45","0","0","0","1087","1062","833","7824","8537","4904"
"29.09.2018 03:45 - 29.09.2018 04:00","0","0","0","1052","996","776","7700","8517","4954"
"29.09.2018 04:00 - 29.09.2018 04:15","0","0","0","1016","980","768","7582","8354","4855"
"29.09.2018 04:15 - 29.09.2018 04:30","0","0","0","982","989","785","7471","8205","4773"
"29.09.2018 04:30 - 29.09.2018 04:45","0","0","0","947","953","757","7364","8134","4770"
"29.09.2018 04:45 - 29.09.2018 05:00","0","0","0","906","911","722","7289","8097","4794"
"29.09.2018 05:00 - 29.09.2018 05:15","0","0","0","871","879","698","7224","8041","4796"
"29.09.2018 05:15 - 29.09.2018 05:30","0","0","0","862","866","690","7167","7878","4700"
"29.09.2018 05:30 - 29.09.2018 05:45","0","0","0","856","874","704","7113","7844","4735"
"29.09.2018 05:45 - 29.09.2018 06:00","0","0","0","849","847","682","7052","7878","4845"
"29.09.2018 06:00 - 29.09.2018 06:15","0","0","0","842","831","672","7018","7867","4891"
"29.09.2018 06:15 - 29.09.2018 06:30","0","0","0","840","834","679","6952","7580","4697"
"29.09.2018 06:30 - 29.09.2018 06:45","0","0","0","833","823","672","6891","7449","4659"
"29.09.2018 06:45 - 29.09.2018 07:00","4","4","4","830","812","666","6828","7354","4605"
"29.09.2018 07:00 - 29.09.2018 07:15","63","53","28","828","825","683","6761","7184","4470"
"29.09.2018 07:15 - 29.09.2018 07:30","279","249","93","835","808","669","6668","7035","4432"
"29.09.2018 07:30 - 29.09.2018 07:45","766","720","290","841","810","675","6572","6989","4428"
"29.09.2018 07:45 - 29.09.2018 08:00","1582","1563","773","849","826","689","6479","6915","4464"
"29.09.2018 08:00 - 29.09.2018 08:15","2664","2723","1481","862","854","726","6351","6827","4468"
"29.09.2018 08:15 - 29.09.2018 08:30","3952","4063","2257","895","900","751","6017","6550","4744"
"29.09.2018 08:30 - 29.09.2018 08:45","5468","5591","3106","929","946","797","5681","6287","4649"
"29.09.2018 08:45 - 29.09.2018 09:00","7029","7165","3992","967","997","878","5324","6018","4433"
"29.09.2018 09:00 - 29.09.2018 09:15","8642","8782","5019","1006","1046","936","4982","5778","4326"
"29.09.2018 09:15 - 29.09.2018 09:30","10261","10402","6088","1050","1111","1044","4699","5442","4116"
"29.09.2018 09:30 - 29.09.2018 09:45","11875","12014","7059","1102","1180","1147","4441","5137","4005"
"29.09.2018 09:45 - 29.09.2018 10:00","13409","13539","8088","1154","1245","1221","4280","4947","3855"
"29.09.2018 10:00 - 29.09.2018 10:15","14822","14956","9085","1206","1316","1295","4138","4777","3666"
"29.09.2018 10:15 - 29.09.2018 10:30","16135","16268","10043","1281","1398","1476","4132","4720","3435"
"29.09.2018 10:30 - 29.09.2018 10:45","17361","17484","10928","1358","1479","1522","4127","4658","3374"
"29.09.2018 10:45 - 29.09.2018 11:00","18475","18584","11747","1432","1558","1554","4189","4657","3442"
"29.09.2018 11:00 - 29.09.2018 11:15","19465","19558","12375","1518","1639","1645","4243","4677","3487"
"29.09.2018 11:15 - 29.09.2018 11:30","20356","20412","12923","1607","1738","1717","4307","4694","3600"
"29.09.2018 11:30 - 29.09.2018 11:45","21110","21152","13481","1704","1836","1796","4368","4702","3850"
"29.09.2018 11:45 - 29.09.2018 12:00","21720","21755","13867","1794","1934","1880","4437","4724","4070"
"29.09.2018 12:00 - 29.09.2018 12:15","22208","22250","14232","1897","2026","1984","4495","4756","4224"
"29.09.2018 12:15 - 29.09.2018 12:30","22575","22624","14589","2003","2122","2071","4579","4781","4336"
"29.09.2018 12:30 - 29.09.2018 12:45","22814","22880","14733","2115","2208","2160","4654","4802","4550"
"29.09.2018 12:45 - 29.09.2018 13:00","22938","23025","14809","2221","2297","2271","4719","4830","4766"
"29.09.2018 13:00 - 29.09.2018 13:15","22930","23042","14844","2333","2389","2397","4784","4855","4762"
"29.09.2018 13:15 - 29.09.2018 13:30","22804","22946","14750","2437","2490","2568","4835","4866","4572"
"29.09.2018 13:30 - 29.09.2018 13:45","22581","22756","14549","2542","2591","2658","4892","4865","4582"
"29.09.2018 13:45 - 29.09.2018 14:00","22254","22457","14275","2646","2695","2726","4914","4879","4553"
"29.09.2018 14:00 - 29.09.2018 14:15","21793","22011","13999","2742","2757","2847","4947","4867","4675"
"29.09.2018 14:15 - 29.09.2018 14:30","21255","21471","13594","2836","2839","2976","4940","4862","4615"
"29.09.2018 14:30 - 29.09.2018 14:45","20595","20819","13167","2931","2924","3050","4934","4808","4571"
"29.09.2018 14:45 - 29.09.2018 15:00","19827","20065","12684","3024","3010","3126","4925","4798","4674"
"29.09.2018 15:00 - 29.09.2018 15:15","18956","19205","12254","3106","3085","3235","4915","4805","4682"
"29.09.2018 15:15 - 29.09.2018 15:30","17976","18235","11687","3172","3158","3299","4884","4802","4663"
"29.09.2018 15:30 - 29.09.2018 15:45","16895","17157","11022","3235","3230","3358","4855","4804","4570"
"29.09.2018 15:45 - 29.09.2018 16:00","15713","15969","10268","3303","3302","3436","4817","4794","4512"
"29.09.2018 16:00 - 29.09.2018 16:15","14422","14655","9505","3360","3366","3474","4780","4781","4551"
"29.09.2018 16:15 - 29.09.2018 16:30","13040","13242","8588","3418","3416","3502","4751","4781","4530"
"29.09.2018 16:30 - 29.09.2018 16:45","11556","11729","7657","3472","3476","3582","4729","4779","4432"
"29.09.2018 16:45 - 29.09.2018 17:00","10017","10158","6570","3528","3530","3627","4674","4746","4369"
"29.09.2018 17:00 - 29.09.2018 17:15","8456","8562","5548","3577","3585","3624","4629","4708","4337"
"29.09.2018 17:15 - 29.09.2018 17:30","6891","6961","4527","3608","3603","3631","4568","4648","4054"
"29.09.2018 17:30 - 29.09.2018 17:45","5329","5367","3529","3637","3624","3642","4521","4591","3812"
"29.09.2018 17:45 - 29.09.2018 18:00","3895","3905","2538","3668","3645","3636","4465","4550","3652"
"29.09.2018 18:00 - 29.09.2018 18:15","2554","2552","1601","3684","3657","3606","4419","4532","3727"
"29.09.2018 18:15 - 29.09.2018 18:30","1450","1434","827","3703","3666","3573","4417","4555","3680"
"29.09.2018 18:30 - 29.09.2018 18:45","733","710","381","3721","3674","3576","4419","4574","3587"
"29.09.2018 18:45 - 29.09.2018 19:00","303","275","136","3744","3687","3561","4445","4631","3320"
"29.09.2018 19:00 - 29.09.2018 19:15","54","52","36","3763","3693","3556","4495","4704","3222"
"29.09.2018 19:15 - 29.09.2018 19:30","16","16","16","3777","3697","3568","4589","4799","3297"
"29.09.2018 19:30 - 29.09.2018 19:45","8","8","8","3782","3701","3554","4697","4899","3505"
"29.09.2018 19:45 - 29.09.2018 20:00","0","0","0","3796","3702","3557","4802","5015","3579"
"29.09.2018 20:00 - 29.09.2018 20:15","0","0","0","3800","3707","3548","4921","5139","3764"
"29.09.2018 20:15 - 29.09.2018 20:30","0","0","0","3807","3713","3555","5076","5316","3845"
"29.09.2018 20:30 - 29.09.2018 20:45","0","0","0","3812","3722","3543","5246","5506","3992"
"29.09.2018 20:45 - 29.09.2018 21:00","0","0","0","3815","3727","3532","5423","5679","4126"
"29.09.2018 21:00 - 29.09.2018 21:15","0","0","0","3822","3737","3488","5599","5794","4348"
"29.09.2018 21:15 - 29.09.2018 21:30","0","0","0","3829","3747","3503","5766","5976","4463"
"29.09.2018 21:30 - 29.09.2018 21:45","0","0","0","3835","3755","3493","5944","6168","4685"
"29.09.2018 21:45 - 29.09.2018 22:00","0","0","0","3841","3763","3466","6165","6372","4911"
"29.09.2018 22:00 - 29.09.2018 22:15","0","0","0","3854","3776","3465","6359","6550","5087"
"29.09.2018 22:15 - 29.09.2018 22:30","0","0","0","3877","3799","3479","6537","6691","5157"
"29.09.2018 22:30 - 29.09.2018 22:45","0","0","0","3902","3823","3499","6713","6836","5328"
"29.09.2018 22:45 - 29.09.2018 23:00","0","0","0","3904","3826","3525","6858","6941","5345"
"29.09.2018 23:00 - 29.09.2018 23:15","0","0","0","3934","3851","3601","7028","7086","5489"
"29.09.2018 23:15 - 29.09.2018 23:30","0","0","0","3963","3882","3638","7145","7213","5507"
"29.09.2018 23:30 - 29.09.2018 23:45","0","0","0","3997","3911","3687","7262","7352","5527"
"29.09.2018 23:45 - 30.09.2018 00:00","0","0","0","4024","3941","3693","7383","7482","5518"
"30.09.2018 00:00 - 30.09.2018 00:15","0","0","0","4051","4473","3811","7791","9014","5554"
"30.09.2018 00:15 - 30.09.2018 00:30","0","0","0","4072","4534","3875","7900","9123","5517"
"30.09.2018 00:30 - 30.09.2018 00:45","0","0","0","4092","4549","3894","8006","9331","5587"
"30.09.2018 00:45 - 30.09.2018 01:00","0","0","0","4116","4566","3906","8117","9601","5735"
"30.09.2018 01:00 - 30.09.2018 01:15","0","0","0","4139","4582","3924","8237","9827","5884"
"30.09.2018 01:15 - 30.09.2018 01:30","0","0","0","4166","4669","4009","8359","9837","5890"
"30.09.2018 01:30 - 30.09.2018 01:45","0","0","0","4185","4697","4034","8493","9842","5840"
"30.09.2018 01:45 - 30.09.2018 02:00","0","0","0","4212","4702","4046","8586","10131","6000"
"30.09.2018 02:00 - 30.09.2018 02:15","0","0","0","4235","4653","3997","8672","10333","6112"
"30.09.2018 02:15 - 30.09.2018 02:30","0","0","0","4252","4706","4047","8736","10342","6041"
"30.09.2018 02:30 - 30.09.2018 02:45","0","0","0","4272","4706","4044","8795","10367","6074"
"30.09.2018 02:45 - 30.09.2018 03:00","0","0","0","4289","4717","4053","8881","10411","6039"
"30.09.2018 03:00 - 30.09.2018 03:15","0","0","0","4304","4720","4053","8929","10427","6023"
"30.09.2018 03:15 - 30.09.2018 03:30","0","0","0","4313","4727","4059","8925","10296","5903"
"30.09.2018 03:30 - 30.09.2018 03:45","0","0","0","4319","4736","4068","8926","10279","5895"
"30.09.2018 03:45 - 30.09.2018 04:00","0","0","0","4327","4752","4083","8898","10200","5863"
"30.09.2018 04:00 - 30.09.2018 04:15","0","0","0","4337","4758","4088","8869","10068","5779"
"30.09.2018 04:15 - 30.09.2018 04:30","0","0","0","4338","4759","4091","8847","10001","5744"
"30.09.2018 04:30 - 30.09.2018 04:45","0","0","0","4336","4744","4077","8834","9985","5760"
"30.09.2018 04:45 - 30.09.2018 05:00","0","0","0","4334","4727","4062","8819","9927","5736"
"30.09.2018 05:00 - 30.09.2018 05:15","0","0","0","4333","4723","4059","8811","10005","5843"
"30.09.2018 05:15 - 30.09.2018 05:30","0","0","0","4316","4685","4022","8709","9985","5855"
"30.09.2018 05:30 - 30.09.2018 05:45","0","0","0","4302","4658","3996","8603","9998","5901"
"30.09.2018 05:45 - 30.09.2018 06:00","0","0","0","4287","4639","3977","8475","10006","5981"
"30.09.2018 06:00 - 30.09.2018 06:15","0","0","0","4269","4615","3954","8412","10037","6053"
"30.09.2018 06:15 - 30.09.2018 06:30","0","0","0","4247","4594","3934","8305","9977","6060"
"30.09.2018 06:30 - 30.09.2018 06:45","0","0","0","4218","4569","3909","8199","10039","6190"
"30.09.2018 06:45 - 30.09.2018 07:00","4","4","4","4191","4543","3884","8107","10009","6249"
"30.09.2018 07:00 - 30.09.2018 07:15","60","53","28","4157","4508","3850","8002","9775","6129"
"30.09.2018 07:15 - 30.09.2018 07:30","281","242","103","4111","4491","3838","7872","9435","5864"
"30.09.2018 07:30 - 30.09.2018 07:45","785","717","367","4058","4436","3788","7746","9219","5641"
"30.09.2018 07:45 - 30.09.2018 08:00","1637","1598","879","4011","4383","3739","7588","8984","5593"
"30.09.2018 08:00 - 30.09.2018 08:15","2779","2809","1555","3954","4333","3714","7417","8694","5481"
"30.09.2018 08:15 - 30.09.2018 08:30","4144","4226","2409","3870","4248","3650","6995","8223","5400"
"30.09.2018 08:30 - 30.09.2018 08:45","5741","5871","3501","3785","4163","3580","6564","7741","5245"
"30.09.2018 08:45 - 30.09.2018 09:00","7399","7583","4598","3697","4084","3509","6104","7250","5006"
"30.09.2018 09:00 - 30.09.2018 09:15","9114","9356","5750","3608","3983","3417","5656","6799","4762"
"30.09.2018 09:15 - 30.09.2018 09:30","10847","11083","6878","3522","3871","3311","5240","6266","4496"
"30.09.2018 09:30 - 30.09.2018 09:45","12575","12786","7917","3428","3755","3234","4856","5792","4196"
"30.09.2018 09:45 - 30.09.2018 10:00","14218","14439","8974","3339","3641","3096","4489","5341","3865"
"30.09.2018 10:00 - 30.09.2018 10:15","15735","15994","9911","3246","3525","2966","4173","4960","3588"
"30.09.2018 10:15 - 30.09.2018 10:30","17126","17385","10853","3155","3408","2751","4126","4805","3350"
"30.09.2018 10:30 - 30.09.2018 10:45","18411","18674","11714","3065","3303","2645","4064","4641","2897"
"30.09.2018 10:45 - 30.09.2018 11:00","19554","19807","12424","2971","3188","2475","4065","4489","2905"
"30.09.2018 11:00 - 30.09.2018 11:15","20573","20809","12901","2886","3078","2436","4061","4379","2865"
"30.09.2018 11:15 - 30.09.2018 11:30","21491","21663","13553","2814","2980","2248","4019","4343","3127"
"30.09.2018 11:30 - 30.09.2018 11:45","22272","22395","14110","2736","2875","2063","3982","4333","3314"
"30.09.2018 11:45 - 30.09.2018 12:00","22886","22979","14438","2663","2780","1979","3963","4310","3438"
"30.09.2018 12:00 - 30.09.2018 12:15","23390","23464","14774","2589","2685","1971","3950","4304","3604"
"30.09.2018 12:15 - 30.09.2018 12:30","23774","23830","15055","2531","2595","1958","3958","4337","3744"
"30.09.2018 12:30 - 30.09.2018 12:45","24026","24058","15214","2468","2499","1961","3972","4393","3912"
"30.09.2018 12:45 - 30.09.2018 13:00","24153","24170","15256","2405","2401","1911","3986","4423","4031"
"30.09.2018 13:00 - 30.09.2018 13:15","24111","24116","15248","2354","2321","1806","3996","4438","4203"
"30.09.2018 13:15 - 30.09.2018 13:30","23943","23948","15130","2312","2269","1788","4005","4431","3992"
"30.09.2018 13:30 - 30.09.2018 13:45","23657","23664","14916","2266","2210","1653","4018","4434","4016"
"30.09.2018 13:45 - 30.09.2018 14:00","23267","23297","14640","2223","2160","1553","4020","4428","3915"
"30.09.2018 14:00 - 30.09.2018 14:15","22752","22811","14367","2185","2135","1498","4011","4157","3923"
"30.09.2018 14:15 - 30.09.2018 14:30","22149","22207","13928","2163","2089","1441","3957","4132","3921"
"30.09.2018 14:30 - 30.09.2018 14:45","21427","21489","13476","2142","2047","1431","3902","4115","3905"
"30.09.2018 14:45 - 30.09.2018 15:00","20594","20679","12986","2121","2010","1417","3848","4076","3876"
"30.09.2018 15:00 - 30.09.2018 15:15","19644","19749","12387","2093","1976","1423","3801","4050","3818"
"30.09.2018 15:15 - 30.09.2018 15:30","18585","18693","11654","2069","1949","1392","3717","3993","3682"
"30.09.2018 15:30 - 30.09.2018 15:45","17418","17528","10893","2038","1917","1392","3644","3936","3570"
"30.09.2018 15:45 - 30.09.2018 16:00","16141","16292","10106","2010","1886","1380","3575","3888","3477"
"30.09.2018 16:00 - 30.09.2018 16:15","14736","14923","9311","1985","1862","1375","3494","3829","3426"
"30.09.2018 16:15 - 30.09.2018 16:30","13225","13413","8302","1957","1850","1416","3393","3747","3216"
"30.09.2018 16:30 - 30.09.2018 16:45","11615","11789","7372","1929","1839","1414","3292","3661","3108"
"30.09.2018 16:45 - 30.09.2018 17:00","9973","10085","6302","1900","1830","1396","3198","3560","3077"
"30.09.2018 17:00 - 30.09.2018 17:15","8323","8384","5233","1871","1812","1404","3118","3470","2962"
"30.09.2018 17:15 - 30.09.2018 17:30","6702","6740","4142","1854","1777","1408","3066","3412","2733"
"30.09.2018 17:30 - 30.09.2018 17:45","5135","5154","3207","1842","1742","1332","3012","3354","2575"
"30.09.2018 17:45 - 30.09.2018 18:00","3681","3688","2246","1825","1707","1272","2936","3291","2516"
"30.09.2018 18:00 - 30.09.2018 18:15","2354","2353","1355","1811","1671","1218","2862","3242","2382"
"30.09.2018 18:15 - 30.09.2018 18:30","1313","1305","695","1797","1662","1076","2928","3340","2296"
"30.09.2018 18:30 - 30.09.2018 18:45","652","637","322","1785","1655","1068","2997","3440","2380"
"30.09.2018 18:45 - 30.09.2018 19:00","267","247","116","1771","1648","1075","3158","3630","2441"
"30.09.2018 19:00 - 30.09.2018 19:15","51","51","40","1759","1639","1093","3335","3840","2540"
"30.09.2018 19:15 - 30.09.2018 19:30","20","20","20","1744","1627","1078","3475","4032","2618"
"30.09.2018 19:30 - 30.09.2018 19:45","8","8","8","1726","1609","1118","3618","4232","2786"
"30.09.2018 19:45 - 30.09.2018 20:00","0","0","0","1706","1594","1090","3735","4410","2934"
"30.09.2018 20:00 - 30.09.2018 20:15","0","0","0","1690","1578","1123","3849","4585","2954"
"30.09.2018 20:15 - 30.09.2018 20:30","0","0","0","1669","1575","1151","3916","4648","2962"
"30.09.2018 20:30 - 30.09.2018 20:45","0","0","0","1643","1574","1155","3997","4712","3313"
"30.09.2018 20:45 - 30.09.2018 21:00","0","0","0","1624","1570","1210","4053","4746","3492"
"30.09.2018 21:00 - 30.09.2018 21:15","0","0","0","1604","1568","1260","4115","4787","3594"
"30.09.2018 21:15 - 30.09.2018 21:30","0","0","0","1581","1576","1215","4227","4884","3950"
"30.09.2018 21:30 - 30.09.2018 21:45","0","0","0","1562","1580","1262","4347","4990","4193"
"30.09.2018 21:45 - 30.09.2018 22:00","0","0","0","1544","1588","1243","4445","5077","4440"
"30.09.2018 22:00 - 30.09.2018 22:15","0","0","0","1525","1588","1291","4525","5156","4542"
"30.09.2018 22:15 - 30.09.2018 22:30","0","0","0","1508","1587","1319","4586","5196","4488"
"30.09.2018 22:30 - 30.09.2018 22:45","0","0","0","1489","1587","1328","4649","5229","4514"
"30.09.2018 22:45 - 30.09.2018 23:00","0","0","0","1475","1583","1314","4696","5260","4654"
"30.09.2018 23:00 - 30.09.2018 23:15","0","0","0","1459","1577","1484","4737","5281","4673"
"30.09.2018 23:15 - 30.09.2018 23:30","0","0","0","1455","1563","1468","4725","5277","4992"
"30.09.2018 23:30 - 30.09.2018 23:45","0","0","0","1452","1552","1580","4718","5271","4982"
"30.09.2018 23:45 - 01.10.2018 00:00","0","0","0","1446","1539","1555","4716","5280","4985"
"01.10.2018 00:00 - 01.10.2018 00:15","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
"01.10.2018 00:15 - 01.10.2018 00:30","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
"01.10.2018 00:30 - 01.10.2018 00:45","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
"01.10.2018 00:45 - 01.10.2018 01:00","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
"01.10.2018 01:00 - 01.10.2018 01:15","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
"01.10.2018 01:15 - 01.10.2018 01:30","n/e","N/A","","n/e","n/e","","n/e","N/A","n/e"
