Datum;Erster;Hoch;Tief;Schlusskurs;Stuecke;Volumen
2017-02-17;2,672;2,8235;2,6514;2,6617;;
2017-02-16;2,7355;2,8789;2,6674;2,6742;;
2017-02-15;2,7932;2,8249;2,7546;2,7556;;
2017-02-14;2,7417;2,769;2,7056;2,7363;;
2017-02-13;2,7979;2,8077;2,7604;2,7655;;
2017-02-10;2,8673;2,8721;2,8201;2,8565;;
2017-02-09;2,967;2,9718;2,9058;2,9283;;
2017-02-08;2,9224;2,9519;2,8593;2,9339;;
2017-02-07;2,8677;2,9363;2,8632;2,9276;;
2017-02-06;2,8556;2,8606;2,7997;2,8449;;
2017-02-03;2,9272;2,9307;2,8253;2,841;;
2017-02-02;2,9612;2,9612;2,8752;2,9343;;
2017-02-01;2,9119;2,982;2,9099;2,9364;;
2017-01-31;2,9687;2,9732;2,8857;2,9042;;
2017-01-30;3,1052;3,1137;3,0203;3,0473;;
2017-01-27;3,085;3,1594;3,0454;3,1535;;
2017-01-26;3,1732;3,2517;3,1412;3,1741;;
2017-01-25;3,0693;3,1194;3,0357;3,1112;;
2017-01-24;3,0399;3,1107;3,0245;3,0681;;
2017-01-23;2,9717;3,0326;2,9345;3,0248;;
2017-01-20;3,124;3,1346;3,0011;3,0096;;
2017-01-19;3,1199;3,1767;3,0458;3,143;;
2017-01-18;3,1831;3,1862;3,0725;3,0928;;
2017-01-17;3,2555;3,2746;3,1332;3,1864;;
2017-01-16;3,2448;3,287;3,2069;3,2514;;
2017-01-13;3,206;3,2173;3,1142;3,2122;;
2017-01-12;3,1219;3,2053;3,0761;3,1642;;
2017-01-11;3,0841;3,177;3,0498;3,079;;
2017-01-10;2,9612;3,1345;2,9592;3,0987;;
2017-01-09;3,09;3,0978;2,9452;2,9506;;
2017-01-06;3,074;3,1467;3,0257;3,0965;;
2017-01-05;3,0988;3,1305;3,0202;3,0757;;
2017-01-04;3,1646;3,2056;3,0909;3,1338;;
2017-01-03;3,3422;3,3672;3,1523;3,2088;;




